well_id,well_cluster_id,gtm_type,reason_stop,start_date,end_date
31416,1303,Установка ЧРП и изменение частоты,по обводнённости,2026-02-03 00:00:00,2026-02-16 00:00:00
35972,1109,Изменение режима работы ЦЭС,по жидкости,2026-02-04 00:00:00,2026-05-06 00:00:00
65223,1430,Изменение режима работы ЦЭС,по жидкости,2026-01-21 00:00:00,2026-05-08 00:00:00
31505,1307,Изменение режима работы ЦЭС,по обводнённости,2026-01-19 00:00:00,2026-02-07 00:00:00
75221,666Б,Изменение режима работы ЦЭС,по обводнённости,2026-01-22 00:00:00,2026-01-25 00:00:00
11495,734,Увеличение F,по жидкости,2026-01-26 00:00:00,2026-02-25 00:00:00
37846,1166,Увеличение F,,2026-01-20 00:00:00,2026-01-23 00:00:00
39017,3012,Увеличение F,по обводнённости,2026-01-19 00:00:00,2026-01-28 00:00:00
18019,851,Увеличение F,ТРС,2026-01-25 00:00:00,2026-02-21 00:00:00
17733,815А,Увеличение F,ГТМ,2026-01-21 00:00:00,2026-02-03 00:00:00
18836,874Б,Увеличение F,по обводнённости,2026-01-19 00:00:00,2026-02-06 00:00:00
11478,540,Изменение режима работы ЦЭС,по жидкости,2026-01-20 00:00:00,2026-04-02 00:00:00
17624,540,Изменение режима работы ЦЭС,БОПЗ 16.01.26,2026-01-20 00:00:00,2026-02-15 00:00:00
11588,724,Изменение режима работы ЦЭС,по обводнённости,2026-01-27 00:00:00,2026-05-18 00:00:00
16795,728,Изменение режима работы ЦЭС,по жидкости,2026-01-19 00:00:00,2026-02-14 00:00:00
11205,606,Изменение режима работы ЦЭС,по жидкости,2026-01-23 00:00:00,2026-03-25 00:00:00
11130,837,Изменение режима работы ЦЭС,по обводнённости,2026-01-21 00:00:00,2026-01-29 00:00:00
15757,842,Изменение режима работы ЦЭС,по обводнённости,2026-01-19 00:00:00,2026-02-07 00:00:00
15828,864,Изменение режима работы ЦЭС,отказ ЭЦН,2026-01-19 00:00:00,2026-03-29 00:00:00
25339,1827,Изменение режима работы ЦЭС,по обводнённости,2026-01-21 00:00:00,2026-02-08 00:00:00
37300,1827,Изменение режима работы ЦЭС,по обводнённости,2026-01-17 00:00:00,2026-02-18 00:00:00
11720,1837,Изменение режима работы ЦЭС,по обводнённости,2026-01-22 00:00:00,2026-03-02 00:00:00
80139,1858А,Изменение режима работы ЦЭС,по жидкости,2026-01-26 00:00:00,2026-03-01 00:00:00
3259,463Б,Изменение режима работы ЦЭС,по жидкости,2026-01-22 00:00:00,2026-02-11 00:00:00
29630,850А,Изменение режима работы ЦЭС,по обводнённости,2026-01-21 00:00:00,2026-01-24 00:00:00
32879,1986,Увеличение F,по обводнённости,2026-01-22 00:00:00,2026-01-29 00:00:00
40411,2018,Увеличение F,по обводнённости,2026-01-19 00:00:00,2026-01-24 00:00:00
8822,615А,Увеличение F,по обводнённости,2026-01-22 00:00:00,2026-01-24 00:00:00
18867,883,Увеличение F,отказ ЭЦН,2026-01-26 00:00:00,2026-03-05 00:00:00
17580,1504,Изменение режима работы ЦЭС,по обводнённости,2026-01-28 00:00:00,2026-02-26 00:00:00
10629,899,Изменение режима работы ЦЭС,по обводнённости,2026-01-18 00:00:00,2026-01-24 00:00:00
40107,2010,Изменение режима работы ЦЭС,по жидкости,2026-01-20 00:00:00,2026-02-02 00:00:00
26489,1574Б,Изменение режима работы ЦЭС,по жидкости,2026-01-31 00:00:00,2026-02-08 00:00:00
26519,1574Б,Изменение режима работы ЦЭС,по обводнённости,2026-01-30 00:00:00,2026-01-31 00:00:00
85124,1829,Увеличение F,по обводнённости,2026-02-19 00:00:00,2026-02-25 00:00:00
32139,1838,Увеличение F,по обводнённости,2026-02-18 00:00:00,2026-03-04 00:00:00
14135,618А,Увеличение F,по жидкости,2026-02-27 00:00:00,2026-04-16 00:00:00
3984Б,1902,Увеличение F,ИДН,2026-02-14 00:00:00,2026-03-31 00:00:00
32724,1955,Установка ЧРП и изменение частоты,по обводнённости,2026-02-20 00:00:00,2026-03-13 00:00:00
40005,608Б,Установка ЧРП и изменение частоты,по жидкости,2026-02-19 00:00:00,2026-04-14 00:00:00
36008,483,Изменение режима работы ЦЭС,по жидкости,2026-02-18 00:00:00,2026-07-14 00:00:00
12954,4307,Изменение режима работы ЦЭС,по жидкости,2026-02-18 00:00:00,2026-03-07 00:00:00
37001,1173Б,Увеличение F,по обводнённости,2026-02-19 00:00:00,2026-02-20 00:00:00
30473Б,1213,Изменение режима работы ЦЭС,по жидкости,2026-02-18 00:00:00,2026-04-08 00:00:00
37275,3050,Изменение режима работы ЦЭС,по жидкости,2026-02-19 00:00:00,2026-08-16 00:00:00
12962Е,125Е,Изменение режима работы ЦЭС,по обводнённости,2026-02-25 00:00:00,2026-03-30 00:00:00
12430,697Б,Изменение режима работы ЦЭС,по жидкости,2026-02-20 00:00:00,2026-03-22 00:00:00
13136,636,Изменение режима работы ЦЭС,по жидкости,2026-02-16 00:00:00,2026-02-26 00:00:00
37575,636,Изменение режима работы ЦЭС,ЦКР,2026-02-18 00:00:00,2026-04-21 00:00:00
38601,636,Изменение режима работы ЦЭС,Отказ ЭЦН,2026-02-27 00:00:00,2026-03-31 00:00:00
10083,984,Изменение режима работы ЦЭС,по жидкости,2026-02-18 00:00:00,2026-03-25 00:00:00
16830,1398,Изменение режима работы ЦЭС,по жидкости,2026-02-18 00:00:00,13.06.2026
15242,1412,Изменение режима работы ЦЭС,НП УПР 18/5>20/5,2026-02-18 00:00:00,2026-03-26 00:00:00
34787,1771,Изменение режима работы ЦЭС,по обводнённости,2026-02-16 00:00:00,2026-04-18 00:00:00
37513,1800,Изменение режима работы ЦЭС,по обводнённости,2026-02-18 00:00:00,2026-02-21 00:00:00
36084,1020Б,Изменение режима работы ЦЭС,по жидкости,2026-02-13 00:00:00,2026-03-07 00:00:00
61005,1745В,Изменение режима работы ЦЭС,Запуск МКУ,2026-02-20 00:00:00,2026-02-28 00:00:00
36200,1401,Изменение режима работы ЦЭС,по жидкости,2026-03-08 00:00:00,17.08.2026
35305,3024,Изменение режима работы ЦЭС,по обводнённости,2026-02-20 00:00:00,2026-03-11 00:00:00
5450,377,Изменение режима работы ЦЭС,по обводнённости,2026-02-13 00:00:00,2026-02-18 00:00:00
38164,2085,Изменение режима работы ЦЭС,по жидкости,2026-02-17 00:00:00,2026-03-02 00:00:00
6938,1618А,Изменение режима работы ЦЭС,по обводнённости,2026-01-18 00:00:00,2026-05-04 00:00:00
11446,723,Изменение режима работы ЦЭС,по обводнённости,2026-02-20 00:00:00,2026-04-03 00:00:00
17137,723,Изменение режима работы ЦЭС,по обводнённости,2026-02-20 00:00:00,2026-03-04 00:00:00
37295,782,Изменение режима работы ЦЭС,по обводнённости,2026-02-20 00:00:00,2026-03-04 00:00:00
37982,785,Изменение режима работы ЦЭС,по жидкости,2026-02-20 00:00:00,2026-04-28 00:00:00
37813,977,Изменение режима работы ЦЭС,по обводнённости,2026-02-24 00:00:00,2026-04-21 00:00:00
10013,3075,Изменение режима работы ЦЭС,по обводнённости,2026-02-20 00:00:00,2026-04-01 00:00:00
16664,549А,Изменение режима работы ЦЭС,по обводнённости,2026-02-13 00:00:00,2026-04-09 00:00:00
15756,842,Изменение режима работы ЦЭС,по обводнённости,2026-02-20 00:00:00,2026-04-06 00:00:00
15828,864,Изменение режима работы ЦЭС,Отказ ЭЦН,2026-02-18 00:00:00,2026-03-29 00:00:00
25540,875,Изменение режима работы ЦЭС,по обводнённости,2026-02-20 00:00:00,2026-03-23 00:00:00
18422,1845,Изменение режима работы ЦЭС,по обводнённости,2026-02-22 00:00:00,2026-02-25 00:00:00
43510,1886,Изменение режима работы ЦЭС,по обводнённости,2026-02-28 00:00:00,2026-04-07 00:00:00
16628,1921,Изменение режима работы ЦЭС,Запуск МКУ,2026-02-18 00:00:00,2026-03-05 00:00:00
40411,2018,Установка ЧРП и изменение частоты,по обводнённости,2026-02-18 00:00:00,2026-02-21 00:00:00
19180,2137,Изменение режима работы ЦЭС,по обводнённости,2026-02-16 00:00:00,2026-03-07 00:00:00
17418,1504,Изменение режима работы ЦЭС,по жидкости,2026-02-18 00:00:00,2026-03-02 00:00:00
16672,883,Изменение режима работы ЦЭС,по обводнённости,2026-02-20 00:00:00,2026-03-14 00:00:00
11483,424,Увеличение F,по обводненности,2026-03-30 00:00:00,20.05.2026
13904,1935,Изменение режима работы ЦЭС,по обводнённости,2026-03-22 00:00:00,2026-03-30 00:00:00
25322,1833,Изменение режима работы ЦЭС,по жидкости,2026-04-14 00:00:00,2026-04-24 00:00:00
25961,1851,Изменение режима работы ЦЭС,по обводненности,2026-04-24 00:00:00,17.07.2026
35299,1912,Увеличение F,по жидкости,2026-03-19 00:00:00,27.07.2026
35546,1930Б,Увеличение F,по жидкости,2026-03-19 00:00:00,2026-04-23 00:00:00
38907,457,Изменение режима работы ЦЭС,Отказ ЭЦН,2026-03-25 00:00:00,2026-05-03 00:00:00
11466,1139,Увеличение F,по обводнённости,2026-03-25 00:00:00,2026-03-26 00:00:00
12517,1298,Изменение режима работы ЦЭС,по обводнённости,2026-03-26 00:00:00,2026-04-15 00:00:00
36906,536Б,Увеличение F,по жидкости,2026-03-27 00:00:00,2026-04-01 00:00:00
37284,788,Изменение режима работы ЦЭС,по жидкости,2026-03-27 00:00:00,2026-04-04 00:00:00
37313,788,Изменение режима работы ЦЭС,по обводнённости,2026-03-27 00:00:00,2026-05-04 00:00:00
39010,1167,Увеличение F,ИДН,2026-03-26 00:00:00,2026-04-11 00:00:00
65381,115Е,Изменение режима работы ЦЭС,по жидкости,2026-03-25 00:00:00,2026-03-26 00:00:00
40059ЕБ,4413,Изменение режима работы ЦЭС,остановка скв,2026-03-25 00:00:00,2026-04-04 00:00:00
6055,93В,Увеличение F,по обводнености,2026-04-17 00:00:00,02.07.2026
9423,1076,Изменение режима работы ЦЭС,по жидкости,2026-03-23 00:00:00,2026-03-25 00:00:00
10083,984,Изменение режима работы ЦЭС,по жидкости,2026-03-31 00:00:00,09.06.2026
10312,142Б,Изменение режима работы ЦЭС,по жидкости,2026-04-02 00:00:00,07.06.2026
13136,636,Изменение режима работы ЦЭС,ЦКР,2026-03-20 00:00:00,2026-04-11 00:00:00
14673,706Б,Изменение режима работы ЦЭС,по жидкости,2026-03-25 00:00:00,31.07.2026
15242,1412,Изменение режима работы ЦЭС,по жидкости,2026-03-28 00:00:00,2026-04-13 00:00:00
28125,1778,Увеличение F,по обводнённости,2026-03-30 00:00:00,2026-04-11 00:00:00
30090,701А,Изменение режима работы ЦЭС,по жидкости,2026-04-01 00:00:00,09.07.2026
30103,703Б,Изменение режима работы ЦЭС,по обводнённости,2026-03-28 00:00:00,2026-03-29 00:00:00
30633,763,Увеличение F,по обводнености,2026-03-27 00:00:00,24.06.2026
35171,3082,Увеличение F,по обводнённости,2026-03-27 00:00:00,2026-04-06 00:00:00
36234,1391,Изменение режима работы ЦЭС,по жидкости,2026-03-24 00:00:00,2026-04-03 00:00:00
37506,1492,Увеличение F,по обводнённости,2026-03-27 00:00:00,2026-04-02 00:00:00
37513,1800,Изменение режима работы ЦЭС,по обводнённости,2026-04-10 00:00:00,2026-04-23 00:00:00
39028,796А,Изменение режима работы ЦЭС,по обводнённости,2026-03-28 00:00:00,2026-04-22 00:00:00
39077,769,Изменение режима работы ЦЭС,по жидкости,2026-03-28 00:00:00,2026-05-07 00:00:00
1623В,1493,Увеличение F,по обводнённости,2026-03-26 00:00:00,2026-04-22 00:00:00
539Б,792,Увеличение F,по обводнённости,2026-03-30 00:00:00,2026-04-04 00:00:00
6085Д,93АВ,Изменение режима работы ЦЭС,по обводнённости,2026-03-30 00:00:00,2026-04-05 00:00:00
6087Б,93В,Увеличение F,по жидкости,2026-03-30 00:00:00,2026-05-20 00:00:00
10817,289,Увеличение F,ИДН,2026-03-27 00:00:00,2026-05-16 00:00:00
10939,350,Изменение режима работы ЦЭС,по жидкости,2026-03-31 00:00:00,2026-04-26 00:00:00
33059,2079,Увеличение F,Отказ ЭЦН,2026-03-29 00:00:00,2026-04-03 00:00:00
38102,2085,Изменение режима работы ЦЭС,Отказ ЭЦН,2026-03-30 00:00:00,2026-05-21 00:00:00
12687,698А,Увеличение F,ИДН,2026-03-23 00:00:00,2026-04-18 00:00:00
37245,1244,Установка ЧРП и изменение частоты,по обводнённости,2026-03-24 00:00:00,2026-03-30 00:00:00
75516,4104,Увеличение F,по жидкости,2026-03-31 00:00:00,2026-04-18 00:00:00
8131,462Б,Изменение режима работы ЦЭС,по жидкости,2026-03-26 00:00:00,2026-04-28 00:00:00
11082,545Б,Изменение режима работы ЦЭС,по жидкости,2026-04-01 00:00:00,2026-05-05 00:00:00
11086,785,Изменение режима работы ЦЭС,по обводнённости,2026-04-21 00:00:00,2026-04-24 00:00:00
11629,515,Изменение режима работы ЦЭС,по обводнености,2026-04-13 00:00:00,26.05.2026
11831,782,Изменение режима работы ЦЭС,по обводнённости,2026-03-27 00:00:00,2026-03-31 00:00:00
11970,1861,Изменение режима работы ЦЭС,по обводнённости НЭК,2026-04-01 00:00:00,2026-04-13 00:00:00
14532,725Б,Увеличение F,по обводнености,2026-03-27 00:00:00,06.08.2026
15030,3066,Изменение режима работы ЦЭС,по обводнённости,2026-03-26 00:00:00,2026-04-06 00:00:00
15112,780Б,Увеличение F,по обводнённости,2026-03-27 00:00:00,2026-04-24 00:00:00
15762,845А,Изменение режима работы ЦЭС,ТРС РНО,2026-03-26 00:00:00,2026-04-30 00:00:00
17557,606,Изменение режима работы ЦЭС,по обводнености,2026-03-21 00:00:00,20.08.2026
17577,1847,Изменение режима работы ЦЭС,по жидкости,2026-03-26 00:00:00,2026-04-07 00:00:00
25216,1841,Увеличение F,по обводнённости,2026-03-26 00:00:00,2026-04-07 00:00:00
27348,743А,Установка ЧРП и изменение частоты,ост на ИДН,2026-03-27 00:00:00,2026-03-30 00:00:00
30154,743Б,Изменение режима работы ЦЭС,по жидкости,2026-03-27 00:00:00,2026-04-08 00:00:00
35690,1392,Изменение режима работы ЦЭС,по обводнённости,2026-03-27 00:00:00,2026-04-21 00:00:00
35762,747,Увеличение F,по жидкости,2026-03-27 00:00:00,2026-04-14 00:00:00
35778,510,Увеличение F,по обводнённости,2026-04-02 00:00:00,2026-04-05 00:00:00
40002,541А,Изменение режима работы ЦЭС,по жидкости,2026-03-30 00:00:00,2026-05-12 00:00:00
51340,1868,Изменение режима работы ЦЭС,по обводнённости,2026-03-30 00:00:00,2026-04-24 00:00:00
65153,4276,Изменение режима работы ЦЭС,продолжается эффект,2026-03-31 00:00:00,2026-04-19 00:00:00
65976,4252,Изменение режима работы ЦЭС,по обводнености,2026-03-28 00:00:00,30.05.2026
16919,2047,Изменение режима работы ЦЭС,по обводнености,2026-03-24 00:00:00,29.06.2026
17418,1504,Изменение режима работы ЦЭС,по обводнённости,2026-03-22 00:00:00,2026-05-16 00:00:00
17526,2179,Изменение режима работы ЦЭС,по обводнённости,2026-03-28 00:00:00,2026-04-23 00:00:00
25790,1522А,Изменение режима работы ЦЭС,по обводнённости,2026-04-04 00:00:00,2026-04-06 00:00:00
40438,2018,Изменение режима работы ЦЭС,по жидкости,2026-04-02 00:00:00,2026-04-25 00:00:00
30224,1876,Увеличение F,по обводнённости,2026-04-24 00:00:00,2026-05-09 00:00:00
40485,1719,Увеличение F,по жидкости,2026-04-26 00:00:00,02.07.2026
8149,1924,Изменение режима работы ЦЭС,по обводнённости,2026-04-29 00:00:00,2026-05-04 00:00:00
11089,4301,Изменение режима работы ЦЭС,по обводнённости,2026-04-23 00:00:00,2026-04-24 00:00:00
25961,1851,Изменение режима работы ЦЭС,по обводнености,2026-05-13 00:00:00,17.07.2026
32531,454,Увеличение F,по обводнённости,2026-04-21 00:00:00,2026-05-03 00:00:00
32543,1749,Изменение режима работы ЦЭС,по обводнённости,2026-04-29 00:00:00,2026-05-13 00:00:00
11483,424,Увеличение F,по обводнености,2026-04-19 00:00:00,20.05.2026
32453,1709,Увеличение F,по обводнености,2026-05-12 00:00:00,13.06.2026
40719,1955,Увеличение F,по обводнености,2026-04-25 00:00:00,27.06.2026
38184,608А,Изменение режима работы ЦЭС,по обводнености,2026-04-22 00:00:00,20.08.2026
81033,4066,Изменение режима работы ЦЭС,по обводнённости,2026-04-30 00:00:00,2026-05-10 00:00:00
31128,1211А,Увеличение F,по обводнености,2026-05-04 00:00:00,25.05.2026
17705,1215,Увеличение F,по обводнённости,2026-04-22 00:00:00,2026-04-26 00:00:00
37313,788,Изменение режима работы ЦЭС,по обводнённости,2026-04-18 00:00:00,2026-04-20 00:00:00
11650,1232,Изменение режима работы ЦЭС,по обводнённости,2026-04-23 00:00:00,2026-04-24 00:00:00
13232,1341,Изменение режима работы ЦЭС,по жидкости,2026-04-17 00:00:00,2026-05-16 00:00:00
37364,110Е,Изменение режима работы ЦЭС,по жидкости,2026-04-23 00:00:00,2026-05-14 00:00:00
31126,1376Б,Увеличение F,по жидкости,2026-05-15 00:00:00,2026-05-23 00:00:00
1623В,1493,Увеличение F,по обводнённости,2026-04-22 00:00:00,2026-04-22 00:00:00
30487,711Б,Увеличение F,по обводнённости,2026-04-23 00:00:00,2026-05-15 00:00:00
30583,764А,Увеличение F,по жидкости,2026-04-22 00:00:00,2026-04-27 00:00:00
30619,767,Увеличение F,по обводнённости,2026-04-20 00:00:00,2026-05-12 00:00:00
36282,1076,Увеличение F,по обводнености,2026-05-07 00:00:00,29.06.2026
9423,1076,Изменение режима работы ЦЭС,ТРС,2026-04-25 00:00:00,29.08.2026
11734,1412,Изменение режима работы ЦЭС,по обводнённости,2026-04-25 00:00:00,2026-05-13 00:00:00
15242,1412,Изменение режима работы ЦЭС,по обводнености,2026-04-25 00:00:00,02.08.2026
15433,1019,Увеличение F,по жидкости,2026-04-23 00:00:00,2026-05-06 00:00:00
3741Б,1981Б,Изменение режима работы ЦЭС,по жидкости,2026-04-21 00:00:00,14.06.2026
11138С,4252Б,Увеличение F,по обводнённости,2026-04-17 00:00:00,2026-05-14 00:00:00
30051,742,Увеличение F,по жидкости,2026-05-08 00:00:00,11.06.2026
35778,510,Увеличение F,по жидкости,2026-04-21 00:00:00,2026-04-28 00:00:00
37096,743А,Увеличение F,по жидкости,2026-04-21 00:00:00,2026-04-30 00:00:00
11086,785,Изменение режима работы ЦЭС,по обводнённости,2026-04-21 00:00:00,2026-04-24 00:00:00
11138,719,Изменение режима работы ЦЭС,по обводнености,2026-04-21 00:00:00,17.08.2026
30154,743Б,Изменение режима работы ЦЭС,по обводнености,2026-04-21 00:00:00,28.05.2026
65153,4276,Изменение режима работы ЦЭС,по обводнённости,2026-04-21 00:00:00,2026-04-22 00:00:00
15694,818,Увеличение F,по обводнености,2026-05-12 00:00:00,06.08.2026
15817,860А,Увеличение F,остановлена,2026-04-17 00:00:00,14.07.2026
25115,1861,Увеличение F,по обводнённости,2026-04-26 00:00:00,2026-05-16 00:00:00
25300,847,Увеличение F,по жидкости,2026-04-17 00:00:00,2026-05-18 00:00:00
11304,1842,Изменение режима работы ЦЭС,по обводнености,2026-05-04 00:00:00,07.07.2026
25108,819,Изменение режима работы ЦЭС,проведение БОПЗ,2026-04-29 00:00:00,2026-05-13 00:00:00
795,1524Б,Увеличение F,по жидкости,2026-04-22 00:00:00,2026-04-29 00:00:00
8260,1554,Увеличение F,по обводнённости,2026-04-29 00:00:00,2026-04-29 00:00:00
16785,2139,Увеличение F,по обводнённости,2026-04-22 00:00:00,2026-05-20 00:00:00
16971,2510,Увеличение F,по обводнености,2026-04-19 00:00:00,09.07.2026
40514,2036,Увеличение F,по обводнености,2026-05-07 00:00:00,03.07.2026
18867,883,Увеличение F,по обводнености,2026-04-19 00:00:00,05.07.2026
19411,2163,Увеличение F,по жидкости,2026-04-22 00:00:00,2026-04-25 00:00:00
8859,1571А,Изменение режима работы ЦЭС,по обводнености,2026-04-28 00:00:00,08.07.2026
40726,498Б,Увеличение F,по жидкости,2026-06-03 00:00:00,2026-06-17 00:00:00
11470,1902,Увеличение F,по обводнености,2026-05-28 00:00:00,13.07.2026
17121,1902,Увеличение F,остановлена,2026-06-01 00:00:00,23.07.2026
35594,1993,Увеличение F,"по жидкости, перевод в ПР",2026-06-04 00:00:00,2026-06-27 00:00:00
81038,4066,Увеличение F,МУН,2026-05-26 00:00:00,27.07.2026
38028,390Б,Увеличение F,остановлена,2026-05-23 00:00:00,10.08.2026
8072,460,Увеличение F,по жидкости,2026-05-27 00:00:00,2026-06-10 00:00:00
31128,1211А,Увеличение F,по обводнённости,2026-05-22 00:00:00,2026-05-25 00:00:00
539Б,792,Увеличение F,по обводнености,2026-06-07 00:00:00,23.07.2026
85047,4347,Увеличение F,по жидкости,2026-05-28 00:00:00,2026-06-16 00:00:00
35874,1302,Увеличение F,по обводнённости,2026-05-23 00:00:00,2026-06-04 00:00:00
4921,1269,Увеличение F,по жидкости,2026-05-22 00:00:00,07.07.2026
3433,1040Б,Увеличение F,ИДН,2026-05-23 00:00:00,2026-05-24 00:00:00
36442,224Б,Увеличение F,смена ЭЦН,2026-05-25 00:00:00,2026-06-06 00:00:00
10523,232Б,Увеличение F,по обводнённости,2026-05-23 00:00:00,2026-05-25 00:00:00
